id,sample_name,test_name,user_name,date_of_creation,raw_file_location,processed_file_location,processing_date,camera_type_1,notes,sample_id,quantity,deleted,issue,project.id,project.user_name,project.project_name,project.annotation,project.test_name,project.sample_names.sample_names,project.neutral_filler,project.qpc20,project.qpc50,project.qpc80,project.qpc100,project.notes,test_id
12081,amoxicillin,12LanePADKenya2015,analyst 21,2018-11-29T20:39:17,/var/www/html/images/padimages/raw/10000/12081_raw.jpg,/var/www/html/images/padimages/processed/10000/12081_processed.png,2018-11-29T20:39:17,unknown,"Basket 2 PAD Photos, T21-3WXK",34901,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-3WXK
12202,amoxicillin,12LanePADKenya2015,analyst 21,2018-11-29T20:40:30,/var/www/html/images/padimages/raw/10000/12202_raw.jpg,/var/www/html/images/padimages/processed/10000/12202_processed.png,2018-11-29T20:40:30,unknown,"Basket 1 PAD Photos, T21-GKAP",31682,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-GKAP
12119,amoxicillin,12LanePADKenya2015,analyst 21,2018-11-29T20:39:40,/var/www/html/images/padimages/raw/10000/12119_raw.jpg,/var/www/html/images/padimages/processed/10000/12119_processed.png,2018-11-29T20:39:40,unknown,"Basket 3 PAD Photos, T21-F2ZX",33190,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-F2ZX
12187,amoxicillin,12LanePADKenya2015,analyst 21,2018-11-29T20:40:22,/var/www/html/images/padimages/raw/10000/12187_raw.jpg,/var/www/html/images/padimages/processed/10000/12187_processed.png,2018-12-06T13:01:28,unknown,"Basket 1 PAD Photos, T21-M83K",31683,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-M83K
12168,amoxicillin,12LanePADKenya2015,analyst 21,2018-11-29T20:40:12,/var/www/html/images/padimages/raw/10000/12168_raw.jpg,/var/www/html/images/padimages/processed/10000/12168_processed.png,2018-11-29T20:40:12,unknown,"Basket 1 PAD Photos, T21-0X2U",31748,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-0X2U
12198,lactose,12LanePADKenya2015,analyst 21,2018-11-29T20:40:28,/var/www/html/images/padimages/raw/10000/12198_raw.jpg,/var/www/html/images/padimages/processed/10000/12198_processed.png,2018-11-29T20:40:28,unknown,"Basket 1 PAD Photos, T21-2NQR",31746,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-2NQR
12176,lactose,12LanePADKenya2015,analyst 21,2018-11-29T20:40:16,/var/www/html/images/padimages/raw/10000/12176_raw.jpg,/var/www/html/images/padimages/processed/10000/12176_processed.png,2018-12-06T10:23:56,unknown,"Basket 1 PAD Photos, T21-0GN8",35219,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-0GN8
12151,lactose,12LanePADKenya2015,analyst 21,2018-11-29T20:40:01,/var/www/html/images/padimages/raw/10000/12151_raw.jpg,/var/www/html/images/padimages/processed/10000/12151_processed.png,2018-12-04T15:57:49,unknown,"Basket 3 PAD Photos, T21-USWO",33200,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-USWO
12103,vitamin-c,12LanePADKenya2015,analyst 21,2018-11-29T20:39:30,/var/www/html/images/padimages/raw/10000/12103_raw.jpg,/var/www/html/images/padimages/processed/10000/12103_processed.png,2018-11-29T20:39:30,unknown,"Basket 2 PAD Photos, T21-14JT",33762,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-14JT
12186,vitamin-c,12LanePADKenya2015,analyst 21,2018-11-29T20:40:21,/var/www/html/images/padimages/raw/10000/12186_raw.jpg,/var/www/html/images/padimages/processed/10000/12186_processed.png,2018-12-06T11:47:44,unknown,"Basket 1 PAD Photos, T21-OI32",35357,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-OI32
12199,vitamin-c,12LanePADKenya2015,analyst 21,2018-11-29T20:40:29,/var/www/html/images/padimages/raw/10000/12199_raw.jpg,/var/www/html/images/padimages/processed/10000/12199_processed.png,2018-12-04T14:35:09,unknown,"Basket 1 PAD Photos, T21-P76J",31714,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-P76J
12144,vitamin-c,12LanePADKenya2015,analyst 21,2018-11-29T20:39:56,/var/www/html/images/padimages/raw/10000/12144_raw.jpg,/var/www/html/images/padimages/processed/10000/12144_processed.png,2018-12-05T14:40:25,unknown,"Basket 3 PAD Photos, T21-9ACE",33202,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-9ACE
12064,cellulose,12LanePADKenya2015,analyst 21,2018-11-29T20:39:08,/var/www/html/images/padimages/raw/10000/12064_raw.jpg,/var/www/html/images/padimages/processed/10000/12064_processed.png,2018-12-03T15:34:04,unknown,"Basket 2 PAD Photos, T21-LCPR",30407,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-LCPR
12105,cellulose,12LanePADKenya2015,analyst 21,2018-11-29T20:39:31,/var/www/html/images/padimages/raw/10000/12105_raw.jpg,/var/www/html/images/padimages/processed/10000/12105_processed.png,2018-11-29T20:39:31,unknown,"Basket 2 PAD Photos, T21-3QGF",33763,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-3QGF
12127,cellulose,12LanePADKenya2015,analyst 21,2018-11-29T20:39:45,/var/www/html/images/padimages/raw/10000/12127_raw.jpg,/var/www/html/images/padimages/processed/10000/12127_processed.png,2018-11-29T20:39:45,unknown,"Basket 3 PAD Photos, T21-FG2K",33188,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-FG2K
12075,cellulose,12LanePADKenya2015,analyst 21,2018-11-29T20:39:14,/var/www/html/images/padimages/raw/10000/12075_raw.jpg,/var/www/html/images/padimages/processed/10000/12075_processed.png,2018-12-04T14:07:02,unknown,"Basket 2 PAD Photos, T21-4R7I",30405,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-4R7I
12190,cellulose,12LanePADKenya2015,analyst 21,2018-11-29T20:40:23,/var/www/html/images/padimages/raw/10000/12190_raw.jpg,/var/www/html/images/padimages/processed/10000/12190_processed.png,2018-11-29T20:40:23,unknown,"Basket 1 PAD Photos, T21-OEOL",31715,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-OEOL
12083,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:39:19,/var/www/html/images/padimages/raw/10000/12083_raw.jpg,/var/www/html/images/padimages/processed/10000/12083_processed.png,2018-11-29T20:39:19,unknown,"Basket 2 PAD Photos, T21-PCRZ",30401,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-PCRZ
12100,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:39:28,/var/www/html/images/padimages/raw/10000/12100_raw.jpg,/var/www/html/images/padimages/processed/10000/12100_processed.png,2018-12-05T20:09:42,unknown,"Basket 2 PAD Photos, T21-MB5F",30403,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-MB5F
12070,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:39:11,/var/www/html/images/padimages/raw/10000/12070_raw.jpg,/var/www/html/images/padimages/processed/10000/12070_processed.png,2018-11-29T20:39:11,unknown,"Basket 2 PAD Photos, T21-LE3T",30348,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-LE3T
12088,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:39:22,/var/www/html/images/padimages/raw/10000/12088_raw.jpg,/var/www/html/images/padimages/processed/10000/12088_processed.png,2018-12-05T14:12:42,unknown,"Basket 2 PAD Photos, T21-3WTU",34891,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-3WTU
12123,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:39:43,/var/www/html/images/padimages/raw/10000/12123_raw.jpg,/var/www/html/images/padimages/processed/10000/12123_processed.png,2018-11-29T20:39:43,unknown,"Basket 3 PAD Photos, T21-2ERL",34130,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-2ERL
12188,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:40:22,/var/www/html/images/padimages/raw/10000/12188_raw.jpg,/var/www/html/images/padimages/processed/10000/12188_processed.png,2018-12-06T13:13:02,unknown,"Basket 1 PAD Photos, T21-AB72",35228,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-AB72
12200,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:40:29,/var/www/html/images/padimages/raw/10000/12200_raw.jpg,/var/www/html/images/padimages/processed/10000/12200_processed.png,2018-11-29T20:40:29,unknown,"Basket 1 PAD Photos, T21-4IY0",31687,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-4IY0
12196,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:40:27,/var/www/html/images/padimages/raw/10000/12196_raw.jpg,/var/www/html/images/padimages/processed/10000/12196_processed.png,2018-11-29T20:40:27,unknown,"Basket 1 PAD Photos, T21-S2OJ",35220,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-S2OJ
12102,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:39:30,/var/www/html/images/padimages/raw/10000/12102_raw.jpg,/var/www/html/images/padimages/processed/10000/12102_processed.png,2018-11-29T20:39:30,unknown,"Basket 2 PAD Photos, T21-NZUW",34895,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-NZUW
12179,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:40:18,/var/www/html/images/padimages/raw/10000/12179_raw.jpg,/var/www/html/images/padimages/processed/10000/12179_processed.png,2018-12-06T10:55:38,unknown,"Basket 1 PAD Photos, T21-WL0F",31752,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-WL0F
12156,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:40:04,/var/www/html/images/padimages/raw/10000/12156_raw.jpg,/var/www/html/images/padimages/processed/10000/12156_processed.png,2018-11-29T20:40:04,unknown,"Basket 3 PAD Photos, T21-DU9P",34129,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-DU9P
12203,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:40:31,/var/www/html/images/padimages/raw/10000/12203_raw.jpg,/var/www/html/images/padimages/processed/10000/12203_processed.png,2018-11-29T20:40:31,unknown,"Basket 1 PAD Photos, T21-FD59",31716,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-FD59
12147,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:39:58,/var/www/html/images/padimages/raw/10000/12147_raw.jpg,/var/www/html/images/padimages/processed/10000/12147_processed.png,2018-12-06T11:12:42,unknown,"Basket 3 PAD Photos, T21-VI5S",33199,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-VI5S
12076,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:39:14,/var/www/html/images/padimages/raw/10000/12076_raw.jpg,/var/www/html/images/padimages/processed/10000/12076_processed.png,2018-12-03T12:29:05,unknown,"Basket 2 PAD Photos, T21-CYG3",30351,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-CYG3
12215,paracetamol,12LanePADKenya2015,analyst 21,2018-11-29T20:40:38,/var/www/html/images/padimages/raw/10000/12215_raw.jpg,/var/www/html/images/padimages/processed/10000/12215_processed.png,2018-11-29T20:40:38,unknown,"Basket 1 PAD Photos, T21-XIQS",35361,100,False,,19,Marya Lieberman,MSH Tanzania,,12LanePADKenya2015,"['Amoxicillin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Cellulose', 'Isoniazid', 'Lactose', 'Paracetamol', 'Paracetamol Starch', 'Penicillin Procaine', 'Quinine', 'Starch (Maize)', 'Unknown', 'Vitamin C']",,0,0,0,1,,T21-XIQS
