id,sample_name,test_name,user_name,date_of_creation,raw_file_location,processed_file_location,processing_date,camera_type_1,notes,sample_id,quantity,deleted,issue,project.id,project.user_name,project.project_name,project.annotation,project.test_name,project.sample_names.sample_names,project.neutral_filler,project.qpc20,project.qpc50,project.qpc80,project.qpc100,project.notes,issue.id,issue.name,issue.description,project
33601,acetyl-isoniazid,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-30T12:00:41,/var/www/html/images/padimages/raw/30000/33601_raw.png,/var/www/html/images/padimages/processed/30000/33601_processed.png,2021-07-30T12:00:41,Google Pixel 3a,"Predicted drug = hydroxychloroquine (0.568), 100%, light box",62894,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
33602,acetyl-isoniazid,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-30T12:01:13,/var/www/html/images/padimages/raw/30000/33602_raw.png,/var/www/html/images/padimages/processed/30000/33602_processed.png,2021-07-30T12:01:13,Google Pixel 3a,"Predicted drug = epinephrine (0.567), 80%, light box",62783,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
33604,acetyl-isoniazid,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-30T12:02:24,/var/www/html/images/padimages/raw/30000/33604_raw.png,/var/www/html/images/padimages/processed/30000/33604_processed.png,2021-07-30T12:02:24,Google Pixel 3a,"Predicted drug = isoniazid (0.474), 50%, light box",62454,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
33605,acetyl-isoniazid,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-30T12:03:19,/var/www/html/images/padimages/raw/30000/33605_raw.png,/var/www/html/images/padimages/processed/30000/33605_processed.png,2021-07-30T12:03:19,Google Pixel 3a,"Predicted drug = epinephrine (0.977), 100%, light box",62854,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
33606,acetyl-isoniazid,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-30T12:03:55,/var/www/html/images/padimages/raw/30000/33606_raw.png,/var/www/html/images/padimages/processed/30000/33606_processed.png,2021-07-30T12:03:55,Google Pixel 3a,"Predicted drug = epinephrine (0.598), 80%, light box",62855,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
33600,acetyl-isoniazid,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-30T11:59:15,/var/www/html/images/padimages/raw/30000/33600_raw.png,/var/www/html/images/padimages/processed/30000/33600_processed.png,2021-07-30T11:59:15,Google Pixel 3a,"Predicted drug = epinephrine (0.210), 50%, light box",62452,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
33603,acetyl-isoniazid,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-30T12:01:54,/var/www/html/images/padimages/raw/30000/33603_raw.png,/var/www/html/images/padimages/processed/30000/33603_processed.png,2021-07-30T12:01:54,Google Pixel 3a,"Predicted drug = ciprofloxacin (0.514), 80%, light box",62896,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
31945,amoxicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-13T16:41:58,/var/www/html/images/padimages/raw/30000/31945_raw.png,/var/www/html/images/padimages/processed/30000/31945_processed.png,2021-07-13T16:41:58,Google Pixel 3a,"Predicted drug = amoxicillin (1.000), 100%, Window",62155,100,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
32035,amoxicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-19T15:57:19,/var/www/html/images/padimages/raw/30000/32035_raw.png,/var/www/html/images/padimages/processed/30000/32035_processed.png,2021-07-19T15:57:19,HMD Global Nokia 2.3,"Predicted drug = amoxicillin (0.605), 100%, Fluorescent",62072,50,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,4.0,Rectification,,
32023,amoxicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-19T15:51:46,/var/www/html/images/padimages/raw/30000/32023_raw.png,/var/www/html/images/padimages/processed/30000/32023_processed.png,2021-07-19T15:51:46,HMD Global Nokia 2.3,"Predicted drug = amoxicillin (0.968), 80%, Fluorescent",61999,50,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
32003,amoxicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-19T15:40:13,/var/www/html/images/padimages/raw/30000/32003_raw.png,/var/www/html/images/padimages/processed/30000/32003_processed.png,2021-07-19T15:40:13,HMD Global Nokia 2.3,"Predicted drug = amoxicillin (0.997), 80%, Window",62074,50,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
32013,amoxicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-19T15:47:25,/var/www/html/images/padimages/raw/30000/32013_raw.png,/var/www/html/images/padimages/processed/30000/32013_processed.png,2021-07-19T15:47:25,HMD Global Nokia 2.3,"Predicted drug = amoxicillin (0.939), 80%, Window",62072,50,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
32004,amoxicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-19T15:40:40,/var/www/html/images/padimages/raw/30000/32004_raw.png,/var/www/html/images/padimages/processed/30000/32004_processed.png,2021-07-19T15:40:40,HMD Global Nokia 2.3,"Predicted drug = amoxicillin (0.913), 50%, Light Box",62074,50,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
32001,amoxicillin,12LanePADKenya2015,api-D5HDZG76N3ICA3GBUYWC,2021-07-19T15:39:22,/var/www/html/images/padimages/raw/30000/32001_raw.png,/var/www/html/images/padimages/processed/30000/32001_processed.png,2021-07-19T15:39:22,HMD Global Nokia 2.3,"Predicted drug = amoxicillin (1.000), 100%, Light Box",61996,50,False,,14.0,Marya Lieberman,FHI360_2021_blinded,FHI20,12LanePADKenya2015,"['Albendazole', 'Amoxicillin', 'Ampicillin', 'Ascorbic Acid', 'Azithromycin', 'Benzyl Penicillin', 'Calcium Carbonate', 'Ceftriaxone', 'Chloroquine', 'Ciprofloxacin', 'Doxycycline', 'Epinephrine', 'Ethambutol', 'Ferrous Sulfate', 'Hydroxychloroquine', 'Isoniazid', 'Lactose', 'Promethazine Hydrochloride', 'Pyrazinamide', 'RI (Rifampicin/Isoniazid)', 'RIPE', 'Rifampicin', 'Starch (Maize)', 'Sulfamethoxazole', 'Talc', 'Tetracycline', 'Unknown']",Lactose,1.0,1.0,1.0,1.0,Blinded test based on FHI2020 at 100% or 50% API content. Cleaned by RR.,,,,
